sensor_id,measurement_title,punto_1,punto_2,punto_3,punto_4,punto_5,punto_6,punto_7,punto_8,punto_9,punto_10,punto_11,punto_12,punto_13,punto_14,punto_15,punto_16,punto_17,punto_18,punto_19,punto_20,punto_21,punto_22,punto_23,punto_24,punto_25,punto_26,punto_27,punto_28,punto_29,punto_30,punto_31,punto_32,punto_33,punto_34,punto_35,punto_36,punto_37,punto_38,punto_39,punto_40,punto_41,punto_42,punto_43,punto_44,punto_45,punto_46,punto_47,punto_48,punto_49,punto_50,punto_51,punto_52,punto_53,punto_54,punto_55,punto_56,punto_57,punto_58,punto_59,punto_60,punto_61,punto_62,punto_63,punto_64,punto_65,punto_66,punto_67,punto_68,punto_69,punto_70,punto_71,punto_72,punto_73,punto_74,punto_75,punto_76,punto_77,punto_78,punto_79,punto_80,punto_81,punto_82,punto_83,punto_84,punto_85,punto_86,punto_87,punto_88,punto_89,punto_90,punto_91,punto_92,punto_93,punto_94,punto_95,punto_96,punto_97,punto_98,punto_99,punto_100,punto_101,punto_102,punto_103,punto_104,punto_105,punto_106,punto_107,punto_108,punto_109,punto_110,punto_111,punto_112,punto_113,punto_114,punto_115,punto_116,punto_117,punto_118,punto_119,punto_120,punto_121,punto_122,punto_123,punto_124,punto_125,punto_126,punto_127,punto_128,punto_129,punto_130,punto_131,punto_132,punto_133,punto_134,punto_135,punto_136,punto_137,punto_138,punto_139,punto_140,punto_141,punto_142,punto_143,punto_144,punto_145,punto_146,punto_147,punto_148,punto_149,punto_150,punto_151,punto_152,punto_153,punto_154,punto_155,punto_156,punto_157,punto_158,punto_159,punto_160,punto_161,punto_162,punto_163,punto_164,punto_165,punto_166,punto_167,punto_168,punto_169,punto_170,punto_171,punto_172,punto_173,punto_174,punto_175,punto_176,punto_177,punto_178,punto_179,punto_180,punto_181,punto_182,punto_183,punto_184,punto_185,punto_186,punto_187,punto_188,punto_189,punto_190,punto_191,punto_192,Cd_pct,Zn_pct,Cu_pct,Cr_pct,Ni_pct,ppm_modelo,contamination_level_pct,clasificacion,model_version,model_used_n_features,model_used_baseline,model_baseline_source,model_notes
,Cyclic Voltammetry_M30,-76.11054182052612,-54.59771156311035,-41.56001806259155,-32.428622245788574,-25.716018676757812,-20.540940761566162,-16.403377056121826,-13.022077083587646,-10.190784931182861,-7.796990871429443,-5.734467506408691,-3.9469480514526367,-2.3906707763671875,-1.021885871887207,0.19061565399169922,1.2843847274780273,2.27816104888916,3.1719207763671875,3.9969444274902344,4.759454727172852,5.490708351135254,6.209468841552734,6.903219223022461,7.621979713439941,8.353257179260254,9.184503555297852,10.115766525268555,11.040782928466797,11.90330982208252,12.709569931030273,13.459587097167969,14.209580421447754,15.02835750579834,15.840864181518555,16.64712429046631,17.359638214111328,18.215900659561157,19.359660148620605,19.497179985046387,20.04718780517578,20.772194862365723,21.497201919555664,22.222208976745605,22.90346622467041,23.55349063873291,24.178504943847656,24.697256088256836,25.091004371643066,25.37851333618164,25.647258758544922,26.02226734161377,26.47228240966797,26.953530311584473,27.33478546142578,27.422285079956055,27.278542518615723,27.172279357910156,27.12852954864502,27.084779739379883,27.028536796569824,26.99728012084961,27.00352668762207,27.078533172607422,27.20353603363037,27.39729881286621,27.666044235229492,27.97853946685791,28.334808349609375,28.75356674194336,29.253578186035156,29.828572273254395,30.45358657836914,31.17234706878662,31.959867477416992,32.8411340713501,33.80990028381348,34.92240905761719,36.203670501708984,37.697458267211914,39.44747447967529,41.472506523132324,43.828797340393066,46.616339683532715,49.83513355255127,53.61645221710205,58.02276134490967,63.11659812927246,68.89166831970215,75.51052570343018,82.98563957214355,91.27326011657715,100.27341842651367,110.36732196807861,121.62373065948486,134.30516719818115,148.53038787841797,164.41187858581543,129.4081211090088,101.97019577026367,80.15751838684082,62.53218650817871,48.53200912475586,37.40692138671875,28.406620025634766,21.28148078918457,15.531539916992188,10.66579818725586,6.840729713439941,3.703188896179199,1.1156320571899414,-1.021885871887207,-2.79691219329834,-4.303193092346191,-5.5594563484191895,-6.621980667114258,-7.521986961364746,-8.303248882293701,-8.990764617919922,-9.584522247314453,-10.109531879425049,-10.584533214569092,-11.028289794921875,-11.428296566009521,-11.80955171585083,-12.16580867767334,-12.515819072723389,-12.85332441329956,-13.172078132629395,-13.478338718414307,-13.803339004516602,-14.172089099884033,-14.522099494934082,-14.884603023529053,-15.265858173370361,-15.665864944458008,-16.122126579284668,-16.634631156921387,-17.20963716506958,-17.81589984893799,-18.478405475616455,-19.209671020507812,-20.015931129455566,-20.872199535369873,-21.7659592628479,-22.70972728729248,-23.765993118286133,-24.953508377075195,-26.259779930114746,-27.603554725646973,-28.903567790985107,-30.103588104248047,-31.222355365753174,-32.24736452102661,-33.17238092422485,-33.991146087646484,-34.69115495681763,-35.30992269515991,-35.90368032455444,-36.52243614196777,-37.23495006561279,-37.97246217727661,-38.653719425201416,-39.25372362136841,-39.74123001098633,-40.134990215301514,-40.45999050140381,-40.74125289916992,-41.02874994277954,-41.27875566482544,-41.52251482009888,-41.778767108917236,-42.060017585754395,-42.516279220581055,-43.02878379821777,-43.63504648208618,-44.366300106048584,-45.291316509246826,-46.516335010528564,-48.35386276245117,-49.716389179229736,-51.660168170928955,-53.7664532661438,-55.64147233963013,-57.56651163101196,-59.235286712646484,-60.69155931472778,-62.16658353805542,-63.97285461425781,-66.0291314125061,-68.46667528152466,-71.21046781539917,-74.34176206588745,,,,,,1.0485871762467929,0.0,✅ NIVEL SEGURO,,,False,,
,Cyclic Voltammetry,-95.46083211898804,-68.29167604446411,-52.19767093658447,-41.16625785827637,-33.028626441955566,-26.772284507751465,-21.7909574508667,-17.715895175933838,-14.353346824645996,-11.51580810546875,-9.134519100189209,-7.103240489959717,-5.365705490112305,-3.896927833557129,-2.621912956237793,-1.521897315979004,-0.571894645690918,0.24063587188720703,0.9968996047973633,1.678156852722168,2.315664291381836,2.9031753540039062,3.434419631958008,3.915691375732422,4.321932792663574,4.771947860717773,5.27195930480957,5.803203582763672,6.3594818115234375,6.915736198425293,7.48448371887207,8.028244972229004,8.578252792358398,9.134507179260254,9.684514999389648,10.66579818725586,12.75331974029541,12.403321266174316,12.853312492370605,13.503336906433105,14.228343963623047,14.95959758758545,15.759611129760742,16.509628295898438,17.24088191986084,17.878389358520508,18.334650993347168,18.715906143188477,19.109654426574707,19.672179222106934,20.36592960357666,20.95968723297119,21.253442764282227,21.165943145751953,20.87843418121338,20.62218189239502,20.42844295501709,20.322179794311523,20.278429985046387,20.272183418273926,20.29719352722168,20.347189903259277,20.42219638824463,20.540928840637207,20.728445053100586,20.978450775146484,21.309709548950195,21.678447723388672,22.11596965789795,22.615981101989746,23.1722354888916,23.80974292755127,24.509739875793457,25.30350685119629,26.203513145446777,27.216029167175293,28.416061401367188,29.79733943939209,31.409859657287598,33.30988883972168,35.51616668701172,38.10994625091553,41.13500118255615,44.64755058288574,48.7163782119751,53.41644287109375,58.82902145385742,65.01035690307617,72.00422286987305,79.83560562133789,88.72323036193848,98.8546371459961,110.59856414794922,124.2300271987915,139.89276885986328,157.48677253723145,177.97136306762695,128.1580924987793,95.59512138366699,72.78227806091309,55.84454536437988,43.21932792663574,33.469200134277344,25.90656280517578,19.96898651123047,15.15650749206543,10.822033882141113,7.659482955932617,5.046939849853516,2.890658378601074,1.0656356811523438,-0.4718780517578125,-1.7656564712524414,-2.8906822204589844,-3.853178024291992,-4.709458351135254,-5.434465408325195,-6.084465980529785,-6.6657304763793945,-7.184481620788574,-7.659494876861572,-8.097004890441895,-8.503258228302002,-8.88451337814331,-9.253263473510742,-9.622025489807129,-9.965777397155762,-10.31578779220581,-10.67204475402832,-11.034548282623291,-11.3908052444458,-11.765801906585693,-12.147057056427002,-12.584567070007324,-13.065826892852783,-13.56583833694458,-14.08458948135376,-14.597105979919434,-15.103352069854736,-15.659618377685547,-16.278374195098877,-16.990888118743896,-17.834651470184326,-18.778419494628906,-19.84093189239502,-20.997202396392822,-22.178471088409424,-23.378479480743408,-24.55350160598755,-25.716018676757812,-26.8410325050354,-27.90355682373047,-28.88481616973877,-29.741084575653076,-30.466091632843018,-31.078600883483887,-31.54735565185547,-31.891119480133057,-32.15986490249634,-32.35361576080322,-32.50987529754639,-32.60362148284912,-32.634878158569336,-32.69737958908081,-32.82238245010376,-32.95987844467163,-33.122384548187256,-33.303630352020264,-33.503639698028564,-33.72238874435425,-34.0224027633667,-34.378647804260254,-34.82240438461304,-35.397422313690186,-36.12242937088013,-37.04744577407837,-38.24746608734131,-39.89748954772949,-42.0100212097168,-44.597554206848145,-47.44135141372681,-50.72890520095825,-54.428958892822266,-58.57276916503906,-63.010334968566895,-67.7104115486145,-72.52298593521118,-77.37306356430054,-82.03563690185547,-86.55445575714111,-90.85451364517212,-94.87333297729492,,,,,,1.0305049033239093,0.0,✅ NIVEL SEGURO,,,False,,
